Contig	AN_BR1_4	AN_BR1_5	AN_BR1_6	AN_BR1_8	AN_BR2_4	AN_BR2_5	AN_BR2_6	AN_BR2_8	AN_BR3_4	AN_BR3_5	AN_BR3_6	AN_BR3_8	AN_TR1_4	AN_TR1_5	AN_TR1_6	AN_TR1_8	AN_TR2_4	AN_TR2_5	AN_TR2_6	AN_TR2_8	AN_TR3_4	AN_TR3_5	AN_TR3_6	AN_TR3_8	BB_TR1_4	BB_TR1_5	BB_TR1_6	BB_TR1_8	BB_TR2_4	BB_TR2_5	BB_TR2_6	BB_TR2_8	BB_TR3_4	BB_TR3_5	BB_TR3_6	BB_TR3_8	BB_BR1_4	BB_BR1_5	BB_BR1_6	BB_BR1_8	BB_BR2_4	BB_BR2_5	BB_BR2_6	BB_BR2_8	BB_BR3_4	BB_BR3_5	BB_BR3_6	BB_BR3_8	ML_BR1_4	ML_BR1_5	ML_BR1_6	ML_BR1_8	ML_BR2_4	ML_BR2_5	ML_BR2_6	ML_BR2_8	ML_BR3_4	ML_BR3_5	ML_BR3_6	ML_BR3_8	ML_TR1_4	ML_TR1_5	ML_TR1_6	ML_TR1_8	ML_TR2_4	ML_TR2_5	ML_TR2_6	ML_TR2_8	ML_TR3_4	ML_TR3_5	ML_TR3_6	ML_TR3_8
BB_TR3_5_S178_L004_3163	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	855	1479	1193	527	995	1180	1472	2102	2580	2583	1778	1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1794	2392	2018	1384	1413	3108	1660	2076	2925	3306	2428	2521	13681	15792	12170	14531	10218	10539	15421	7497	22247	13511	9241	22258	74	128	292	187	12	0	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3298	2869	2377	4410	2838	3476	1970	2983	3584	4014	4375	4072	100	138	123	73	21	28	15	39	105	5	26	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	1067	1266	814	1364	971	1609	1730	1942	2886	1470	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	1137	745	1029	1010	809	957	1135	1360	1734	1405	1100	3034	3728	2901	3110	1427	970	1290	963	2054	1492	1089	1675	30	42	42	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4529	5416	4263	4251	6730	3712	5040	5536	5334	6998	5126	5807	109	92	69	78	74	32	16	109	63	76	82	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	579	495	466	517	513	433	525	718	688	793	839	2	5	6	3	9	1	6	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_395	4	10	5	3	5	13	6	3	5	8	3	9	5	7	5	5	4	7	7	5	4	4	8	3	1292	1408	1324	1252	1873	1376	1277	1692	1428	1975	1650	1682	633	659	593	653	592	469	423	742	804	925	831	792	17	20	6	9	4	5	31	15	9	11	10	12	5	1	2	4	2	2	2	1	0	2	2	3
BB_TR3_5_S178_L004_401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2545	2210	2391	2374	2894	2280	2059	2288	2681	3018	2984	3049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2722	2685	2449	1946	3376	2484	2463	3833	3166	4099	3191	3206	616	574	396	619	566	430	415	486	1782	1480	1665	1426	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3393	3359	3677	3852	4466	3747	3034	3544	3617	4487	4820	5424	3269	2876	2371	2603	1534	1020	647	1872	5620	5078	5768	3820	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	1640	1440	1347	2560	1904	1861	2457	1991	2916	2197	2283	2607	2035	1758	2431	2066	1576	1308	1647	2392	1809	1562	2192	2	16	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
BB_TR3_5_S178_L004_533	0	0	2	1	1	2	3	1	4	1	0	0	3	0	1	0	1	2	0	1	0	1	0	1	694	674	532	589	527	525	529	510	649	695	761	776	426	554	335	444	380	265	216	199	282	264	122	257	33	35	29	14	0	2	10	1	1	1	0	1	0	1	0	1	0	0	1	0	0	2	1	0
BB_TR3_5_S178_L004_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993	1008	923	971	767	1034	843	919	1036	1390	1288	1293	2	2	0	0	0	2	0	0	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1980	2758	2726	2084	3483	2842	2161	3289	2855	4010	3610	2957	116	142	71	91	31	24	24	18	598	496	359	496	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	1145	1136	1226	2068	1451	927	1134	1481	1723	1305	1529	1461	1559	1421	1385	325	835	116	372	420	276	257	274	11	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_559	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	554	577	561	729	1167	648	557	597	618	860	720	699	0	1	2	1	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	2652	2410	2254	4073	3185	3034	4607	3551	4956	3925	3322	5031	3948	3256	4372	10047	9489	9092	10746	5715	4568	4265	5074	40	48	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BB_TR3_5_S178_L004_697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	281	460	2	520	507	600	17	821	540	550	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3930	4622	2907	3055	3438	2599	3502	3483	6020	5621	4736	4969	6	14	4	12	10	4	8	4	8	8	8	6	24	40	32	24	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4130	3193	2669	4031	2129	2974	2313	2232	4112	3493	5311	5035	1945	3534	2537	2013	702	407	556	235	2256	1615	467	2026	1104	1101	1671	466	40	86	14	46	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	1038	723	598	955	692	1039	1278	1240	1582	1133	717	339	236	182	248	289	222	220	215	424	287	266	258	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	876	1124	817	14	712	555	468	402	1489	994	1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1184	943	1032	2204	1832	1643	899	1011	1199	1340	1377	1481	192	135	114	106	202	215	103	351	131	195	157	93	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_852	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	23161	27361	31401	30005	47430	28446	21641	28477	38071	39179	38762	33692	95009	77791	58935	71511	63042	53014	50063	197752	55973	81328	46110	31064	284	810	286	70	30	10	2	8	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211	1329	1826	1580	1385	1530	1429	1598	1998	5046	1767	1970	3	0	2	2	0	0	1	0	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2317	2446	2080	1942	2864	2262	2221	2520	2889	3132	2824	2706	2928	3769	2456	3216	1070	329	712	336	1557	756	455	1186	22	70	34	28	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
BB_TR3_5_S178_L004_908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	1710	1401	699	1974	1714	2412	2942	2781	3265	2590	1937	1603	1297	925	1529	6213	4340	4855	4550	3162	2161	1864	3284	8	39	18	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BB_TR3_5_S178_L004_987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075	1071	1055	455	1224	1124	1217	1878	1203	2304	1293	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	300	231	44	229	295	358	242	294	4918	187	269	2	4	1	2	1	0	1	1	0	7	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_998	0	0	1	1	0	1	2	0	0	1	1	2	0	1	1	0	0	1	0	0	1	0	0	0	1950	2475	1908	2163	2616	2607	2385	3561	2666	4446	2576	2581	3285	2917	3155	3711	4082	2892	4962	3456	4333	4359	2530	3994	66	83	144	53	0	1	3	6	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	0
BB_TR3_6_S179_L004_1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	1572	1444	879	1650	1088	791	1577	1206	2249	2068	1297	130	54	104	72	28	50	12	144	46	68	42	36	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2583	2798	2302	2374	3596	2844	2410	2849	3053	3820	3061	3115	6647	5969	4851	6481	7549	6081	6202	5958	6009	5101	4164	5509	38	78	75	14	2	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1109	4	2	0	5	8	7	13	6	6	2	4	2	3	1	3	2	0	3	1	2	0	2	0	0	3999	4065	3253	2868	3868	4043	3738	5070	6447	7015	4739	4458	20378	24454	20477	23899	20043	20171	31594	13019	31212	23528	16139	36356	130	291	482	169	2	28	15	11	3	2	0	2	0	0	1	3	0	1	3	4	1	1	1	1
BB_TR3_6_S179_L004_1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	608	441	895	666	734	427	421	944	727	1019	925	79	142	50	93	44	38	52	20	122	391	64	144	57	70	52	20	0	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1256	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	700	629	604	898	838	857	725	788	715	939	1087	831	26	10	29	31	51	31	20	54	12	6	4	9	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
BB_TR3_6_S179_L004_1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	854	900	737	752	846	797	855	821	1154	959	1153	660	486	461	466	273	210	212	211	622	714	480	313	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	2575	2017	1076	1481	3167	2951	4466	3007	4704	2983	2371	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BB_TR3_6_S179_L004_1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	908	1030	1001	876	1398	953	1422	924	1552	1652	1480	14950	9701	10182	10093	13228	11037	8167	14456	9170	4127	4148	4159	15	2	43	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	779	794	1051	1352	675	321	427	510	517	1067	996	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2176	2293	1905	1655	3065	2107	1965	2572	2389	2978	2537	2114	86	45	53	59	29	41	25	42	397	381	334	280	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1408	5	8	2	1	13	21	8	13	4	13	12	5	2	6	7	6	7	11	4	2	6	6	4	3	1956	1521	1608	2153	2699	1791	1355	1338	1670	2028	2222	2054	3	6	5	3	4	5	3	3	3	1	5	4	6	26	6	4	1	8	13	7	7	8	4	9	2	7	4	1	7	1	7	3	7	3	5	4
BB_TR3_6_S179_L004_1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	682	510	968	328	477	464	436	859	589	1163	945	110	210	125	50	21	2	10	2	73	58	16	52	123	56	119	16	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037	1010	848	661	830	665	795	900	1210	1145	1136	1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2116	2648	2565	2233	3919	2267	2325	2712	3229	3876	2937	2692	2482	1752	1443	2171	1387	841	701	1368	2008	2120	1650	1172	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2406	1786	1715	1773	1517	1900	1492	1288	2544	2021	3231	2548	26	56	43	26	65	49	32	26	154	137	41	107	22	18	41	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	926	838	971	2030	1259	929	1159	1126	1334	1108	1085	1479	926	841	1093	1361	885	763	1462	1046	1083	909	807	22	13	18	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	808	488	421	736	646	860	692	805	925	1231	671	870	1393	794	799	208	121	122	69	814	1034	265	749	740	993	859	308	4	100	6	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2342	2968	2505	2193	4101	2666	3491	4499	4139	4453	3762	3150	2423	1880	1787	2013	2140	2098	3586	2748	3086	1961	1680	2463	6	26	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BB_TR3_6_S179_L004_1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	1230	1587	1176	1137	1385	1024	1362	1627	1728	2099	1790	2096	1288	1291	1559	1191	999	675	1871	1459	573	741	396	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1736	3691	2725	1205	2806	3142	3563	4843	3059	4634	3940	3086	2	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2976	3042	2648	2277	4305	2876	3092	4086	4178	4917	3541	3372	733	733	547	631	389	278	337	336	1450	1494	1665	1158	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	635	656	1176	1465	1046	649	924	802	1171	960	876	3452	2803	2550	2600	3190	2387	3270	2607	2266	1905	1946	1381	36	26	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	1290	1872	1599	1221	1482	1254	1109	978	1234	1605	1218	917	1490	1184	884	179	118	157	80	210	120	87	188	84	82	146	16	2	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2457	2391	2062	2554	2770	1950	2268	2568	3796	3032	3070	2869	163	201	119	146	221	141	181	260	132	70	54	94	6	12	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1802	3	0	3	4	4	4	4	5	3	3	2	2	5	4	3	6	3	14	3	4	3	5	6	3	643	851	704	534	775	652	937	1137	715	1122	1364	744	40	29	25	35	63	43	42	59	953	358	394	431	5	5	5	4	7	5	1	7	1	5	0	8	3	1	4	1	3	0	8	3	0	2	0	0
BB_TR3_6_S179_L004_1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5435	5223	4997	5649	9795	6585	5023	5192	6079	8176	6141	6381	8182	6793	6199	7418	14690	11594	13470	14969	10150	9264	9250	7965	38	39	37	10	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BB_TR3_6_S179_L004_1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10038	5800	4999	8590	3580	6866	4196	3773	5857	6080	8404	12457	2324	3213	2367	2568	607	372	522	230	1777	871	410	1418	40	76	102	29	6	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4690	5134	5142	5290	3324	5927	3633	4977	4905	6203	6809	6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_1938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793	842	793	808	949	829	720	777	862	1035	1182	998	216	637	314	181	32	161	10	35	75	58	38	24	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2540	2766	2650	2434	4088	2840	2492	2717	2775	3964	3368	3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	464	477	275	553	359	463	586	632	867	819	681	4	22	5	10	0	8	2	4	25	12	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564	1432	1466	1522	1858	1734	1439	1971	1390	2519	2284	1821	2605	1719	1799	1534	3057	2132	4101	2492	1248	589	687	427	13	2	12	4	0	1	0	2	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	1217	990	1623	1557	1210	673	1293	1387	1647	1860	1283	2960	4441	3059	2353	602	506	732	291	5267	3731	2569	3696	262	209	269	58	4	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	561	492	685	770	470	403	543	547	732	761	600	125	106	129	98	113	62	12	72	459	380	357	280	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	2313	1874	869	1810	2083	2197	3610	2357	2942	2544	1883	10	0	8	4	0	0	4	4	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BB_TR3_6_S179_L004_2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2423	1860	1519	2678	899	1375	1197	1165	2314	2051	3148	2767	2673	2972	2278	1657	8261	6884	9933	3048	1401	783	339	1224	257	511	646	154	4	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BB_TR3_6_S179_L004_2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	554	455	428	407	462	282	295	954	532	822	634	215	320	162	227	68	70	39	19	151	136	68	155	102	63	72	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2580	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2001	1728	1377	1439	1116	1235	1282	1130	2053	2271	2510	2177	217	222	193	225	85	46	70	40	158	74	81	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	604	550	892	584	546	426	489	749	719	997	901	316	447	321	250	195	125	148	71	335	255	119	212	36	60	91	38	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2281	2839	2209	3663	5161	3213	2442	2411	2728	3528	2852	3230	13045	14423	11389	11018	26634	17650	21015	11808	50918	30857	22792	40699	533	763	718	233	4	26	6	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9292	6996	6305	7292	4587	5941	5497	6155	8895	7903	10067	9192	5721	9255	5785	6042	3188	2025	2118	1269	7477	6032	2039	7131	1689	2429	3700	1101	26	62	20	68	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	326	263	443	492	410	256	410	325	499	464	414	351	266	226	291	547	448	537	556	223	203	191	153	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554	1070	911	1268	973	1157	1039	1126	1335	1641	1642	1547	2608	2852	2291	2504	2022	1396	1957	903	2605	1843	1431	2366	198	137	190	48	0	10	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	672	552	740	779	621	522	568	723	932	851	776	161	79	112	108	187	271	114	202	167	45	42	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_6_S179_L004_2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	107	117	198	182	124	90	271	170	130	3488	162	0	0	0	0	0	0	0	0	43	8	6	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
